LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
48116-8,"Insulin^10M pre dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --10 minutes pre dose glucose",u[IU]/mL,2.21,false,"Insulin^10M pre dose glucose:ACnc:Pt:Ser/Plas:Qn:"
47666-3,"Insulin^5M pre dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --5 minutes pre dose glucose",u[IU]/mL,2.21,false,"Insulin^5M pre dose glucose:ACnc:Pt:Ser/Plas:Qn:"
58522-4,"C peptide^pre dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,ug/L,"C peptide [Mass/volume] in Serum or Plasma --pre dose glucose",ug/dL,2.32,false,"C peptide^pre dose glucose:MCnc:Pt:Ser/Plas:Qn:"
47595-4,"C peptide^pre dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --pre dose glucose",nmol/L,2.21,false,"C peptide^pre dose glucose:SCnc:Pt:Ser/Plas:Qn:"
58567-9,"Corticotropin^2.5H post dose glucose",MCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pg/mL,"Corticotropin [Mass/volume] in Plasma --2.5 hours post dose glucose",pg/mL,2.32,false,"Corticotropin^2.5H post dose glucose:MCnc:Pt:Plas:Qn:"
58568-7,"Corticotropin^2.5H post dose glucose",SCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pmol/L,"Corticotropin [Moles/volume] in Plasma --2.5 hours post dose glucose",pmol/L,2.32,false,"Corticotropin^2.5H post dose glucose:SCnc:Pt:Plas:Qn:"
58583-6,"Corticotropin^30M post dose glucose",MCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pg/mL,"Corticotropin [Mass/volume] in Plasma --30 minutes post dose glucose",pg/mL,2.32,false,"Corticotropin^30M post dose glucose:MCnc:Pt:Plas:Qn:"
58584-4,"Corticotropin^30M post dose glucose",SCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pmol/L,"Corticotropin [Moles/volume] in Plasma --30 minutes post dose glucose",pmol/L,2.32,false,"Corticotropin^30M post dose glucose:SCnc:Pt:Plas:Qn:"
58596-8,"Corticotropin^3H post dose glucose",MCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pg/mL,"Corticotropin [Mass/volume] in Plasma --3 hours post dose glucose",pg/mL,2.32,false,"Corticotropin^3H post dose glucose:MCnc:Pt:Plas:Qn:"
58597-6,"Corticotropin^3H post dose glucose",SCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pmol/L,"Corticotropin [Moles/volume] in Plasma --3 hours post dose glucose",pmol/L,2.32,false,"Corticotropin^3H post dose glucose:SCnc:Pt:Plas:Qn:"
50583-4,"Glucose screen gestational panel",-,Pt,Urine+Ser/Plas,-,,PANEL.CHAL,2.73,ACTIVE,1,Order,,,"Glucose screen gestational panel - Urine and Serum or Plasma",,2.22,false,"Glucose screen gestational panel:-:Pt:Urine+Ser/Plas:-:"
93794-6,"Glucose tolerance & insulin sensitivity 2H panel",-,-,Ser/Plas,-,,PANEL.CHAL,2.67,ACTIVE,1,Order,,,"Glucose tolerance and insulin sensitivity 2 hour panel - Serum or Plasma",,2.67,true,"Glucose tolerance & insulin sensitivity 2H panel:-:-:Ser/Plas:-:"
77145-1,"Glucose^post CFst",SCnc,Pt,Ser/Plas/Bld,Qn,,CHEM,2.68,ACTIVE,1,Both,,mmol/L,"Fasting glucose [Moles/volume] in Serum, Plasma or Blood",mmol/L,2.52,false,"Glucose^post CFst:SCnc:Pt:Ser/Plas/Bld:Qn:"
47776-0,"Somatotropin^pre dose glucose PO",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mIU/L,"Somatotropin [Units/volume] in Serum or Plasma --pre dose glucose PO",m[IU]/L,2.21,false,"Somatotropin^pre dose glucose PO:ACnc:Pt:Ser/Plas:Qn:"
2353-1,"Glucose phosphate isomerase",CCnc,Pt,Ser,Qn,,CHEM,2.73,ACTIVE,1,Both,,"arb U/L","Glucose phosphate isomerase [Enzymatic activity/volume] in Serum",U/L,1.0,false,"Glucose phosphate isomerase:CCnc:Pt:Ser:Qn:"
2800-1,"Glucose phosphate isomerase",CCnc,Pt,Ser,Qn,,CHEM,2.36,DEPRECATED,1,Both,,,"Deprecated Glucose phosphate isomerase [Enzymatic activity/volume] in Serum",,1.0,false,"Glucose phosphate isomerase:CCnc:Pt:Ser:Qn:"
6762-9,"Glucose^1.5H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 50 g lactose PO",mg/dL,1.0h(2),false,"Glucose^1.5H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
14751-2,"Glucose^1.5H post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --1.5 hours post 50 g lactose PO",mmol/L,1.0k,false,"Glucose^1.5H post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
1497-7,"Glucose^1.5H post dose insulin IV",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --1.5 hours post dose insulin IV",mg/dL,1.0,false,"Glucose^1.5H post dose insulin IV:MCnc:Pt:Ser/Plas:Qn:"
54267-0,"Glucose^1.5H post dose insulin IV",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --1.5 hours post dose insulin IV",mmol/L,2.27,false,"Glucose^1.5H post dose insulin IV:SCnc:Pt:Ser/Plas:Qn:"
54276-1,"Glucose^1H post dose ornithine alpha-ketoglutarate",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --1 hour post dose ornithine alpha-ketoglutarate",mmol/L,2.27,false,"Glucose^1H post dose ornithine alpha-ketoglutarate:SCnc:Pt:Ser/Plas:Qn:"
11047-8,"Glucose phosphate isomerase",CCnc,Pt,RBC,Qn,,CHEM,2.73,ACTIVE,1,Both,,"U/mL RBC","Glucose phosphate isomerase [Enzymatic activity/volume] in Red Blood Cells",U/mL{RBCs},1.0j-a,false,"Glucose phosphate isomerase:CCnc:Pt:RBC:Qn:"
44050-3,"Glucose phosphate isomerase",CCnt,Pt,RBC,Qn,,CHEM,2.73,ACTIVE,1,Both,,"U/g Hb","Glucose phosphate isomerase [Enzymatic activity/mass] in Red Blood Cells",U/g{Hb},2.17,false,"Glucose phosphate isomerase:CCnt:Pt:RBC:Qn:"
25706-3,"Ketones^2H post dose glucose",MCnc,Pt,Urine,SemiQn,"Test strip",CHAL,2.75,ACTIVE,1,Observation,,mg/dL,"Ketones [Mass/volume] in Urine by Test strip --2 hours post dose glucose",mg/dL,2.00,false,"Ketones^2H post dose glucose:MCnc:Pt:Urine:SemiQn:Test strip"
63372-7,"Ketones^3H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Ketones [Presence] in Urine by Test strip --3 hours post dose glucose",,2.36,false,"Ketones^3H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
25707-1,"Ketones^4H post dose glucose",MCnc,Pt,Urine,SemiQn,"Test strip",CHAL,2.75,ACTIVE,1,Observation,,mg/dL,"Ketones [Mass/volume] in Urine by Test strip --4 hours post dose glucose",mg/dL,2.00,false,"Ketones^4H post dose glucose:MCnc:Pt:Urine:SemiQn:Test strip"
63373-5,"Ketones^4H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Ketones [Presence] in Urine by Test strip --4 hours post dose glucose",,2.36,false,"Ketones^4H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
16987-0,"Hydrogen/Expired gas^2.5H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --2.5 hours post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^2.5H post dose glucose:VFr:Pt:Exhl gas:Qn:"
16988-8,"Hydrogen/Expired gas^2H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --2 hours post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^2H post dose glucose:VFr:Pt:Exhl gas:Qn:"
16989-6,"Hydrogen/Expired gas^3.5H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --3.5 hours post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^3.5H post dose glucose:VFr:Pt:Exhl gas:Qn:"
56937-6,"Hydrogen/Expired gas^30M post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --30 minutes post dose glucose",%,2.29,false,"Hydrogen/Expired gas^30M post dose glucose:VFr:Pt:Exhl gas:Qn:"
16990-4,"Hydrogen/Expired gas^3H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --3 hours post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^3H post dose glucose:VFr:Pt:Exhl gas:Qn:"
16992-0,"Hydrogen/Expired gas^4H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --4 hours post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^4H post dose glucose:VFr:Pt:Exhl gas:Qn:"
16993-8,"Hydrogen/Expired gas^5.5H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --5.5 hours post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^5.5H post dose glucose:VFr:Pt:Exhl gas:Qn:"
16994-6,"Hydrogen/Expired gas^5H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --5 hours post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^5H post dose glucose:VFr:Pt:Exhl gas:Qn:"
16995-3,"Hydrogen/Expired gas^6H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --6 hours post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^6H post dose glucose:VFr:Pt:Exhl gas:Qn:"
2437-2,"Hydrogen/Expired gas^post 50 g glucose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --post 50 g glucose PO",%,1.0,false,"Hydrogen/Expired gas^post 50 g glucose PO:VFr:Pt:Exhl gas:Qn:"
47654-9,"Insulin^10M post dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --10 minutes post dose glucose",u[IU]/mL,2.21,false,"Insulin^10M post dose glucose:ACnc:Pt:Ser/Plas:Qn:"
55481-6,"Insulin^10M pre dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,pmol/L,"Insulin [Moles/volume] in Serum or Plasma --10 minutes pre dose glucose",pmol/L,2.27,false,"Insulin^10M pre dose glucose:SCnc:Pt:Ser/Plas:Qn:"
47656-4,"Insulin^1M post dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --1 minute post dose glucose",u[IU]/mL,2.21,false,"Insulin^1M post dose glucose:ACnc:Pt:Ser/Plas:Qn:"
47660-6,"Insulin^2.5H post dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --2.5 hours post dose glucose",u[IU]/mL,2.21,false,"Insulin^2.5H post dose glucose:ACnc:Pt:Ser/Plas:Qn:"
47661-4,"Insulin^20M post dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --20 minutes post dose glucose",u[IU]/mL,2.21,false,"Insulin^20M post dose glucose:ACnc:Pt:Ser/Plas:Qn:"
47663-0,"Insulin^30M post dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --30 minutes post dose glucose",u[IU]/mL,2.21,false,"Insulin^30M post dose glucose:ACnc:Pt:Ser/Plas:Qn:"
47662-2,"Insulin^3H post dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --3 hours post dose glucose",u[IU]/mL,2.21,false,"Insulin^3H post dose glucose:ACnc:Pt:Ser/Plas:Qn:"
47664-8,"Insulin^3M post dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --3 minutes post dose glucose",u[IU]/mL,2.21,false,"Insulin^3M post dose glucose:ACnc:Pt:Ser/Plas:Qn:"
47665-5,"Insulin^5M post dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --5 minutes post dose glucose",u[IU]/mL,2.21,false,"Insulin^5M post dose glucose:ACnc:Pt:Ser/Plas:Qn:"
55480-8,"Insulin^5M pre dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,pmol/L,"Insulin [Moles/volume] in Serum or Plasma --5 minutes pre dose glucose",pmol/L,2.27,false,"Insulin^5M pre dose glucose:SCnc:Pt:Ser/Plas:Qn:"
55498-0,"Insulin^7M pre dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,pmol/L,"Insulin [Moles/volume] in Serum or Plasma --7 minutes pre dose glucose",pmol/L,2.27,false,"Insulin^7M pre dose glucose:SCnc:Pt:Ser/Plas:Qn:"
42919-1,"Insulin^pre 100 g glucose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.40,ACTIVE,1,Both,,ug/L,"Insulin [Mass/volume] in Serum or Plasma --pre 100 g glucose PO",ug/L,2.16,false,"Insulin^pre 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn:"
1572-7,"Insulin^pre 75 g glucose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.40,ACTIVE,1,Observation,,ug/L,"Insulin [Mass/volume] in Serum or Plasma --pre 75 g glucose PO",ug/L,1.0,false,"Insulin^pre 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn:"
40294-1,"Insulin^pre or post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pmol/L,"Insulin [Moles/volume] in Serum or Plasma --pre or post dose glucose",pmol/L,2.15,false,"Insulin^pre or post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
47584-8,"C peptide^10M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --10 minutes post dose glucose",nmol/L,2.21,false,"C peptide^10M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
58500-0,"C peptide^15M post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,ug/L,"C peptide [Mass/volume] in Serum or Plasma --15 minutes post dose glucose",ug/dL,2.32,false,"C peptide^15M post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
47585-5,"C peptide^15M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --15 minutes post dose glucose",nmol/L,2.21,false,"C peptide^15M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
47587-1,"C peptide^1M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --1 minute post dose glucose",nmol/L,2.21,false,"C peptide^1M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
58510-9,"C peptide^30M post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,ug/L,"C peptide [Mass/volume] in Serum or Plasma --30 minutes post dose glucose",ug/dL,2.32,false,"C peptide^30M post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
47589-7,"C peptide^30M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --30 minutes post dose glucose",nmol/L,2.21,false,"C peptide^30M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
58511-7,"C peptide^3H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,ug/L,"C peptide [Mass/volume] in Serum or Plasma --3 hours post dose glucose",ug/dL,2.32,false,"C peptide^3H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
47590-5,"C peptide^3H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --3 hours post dose glucose",nmol/L,2.21,false,"C peptide^3H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
47591-3,"C peptide^3M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --3 minutes post dose glucose",nmol/L,2.21,false,"C peptide^3M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
58514-1,"C peptide^45M post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,ug/L,"C peptide [Mass/volume] in Serum or Plasma --45 minutes post dose glucose",ug/dL,2.32,false,"C peptide^45M post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
58515-8,"C peptide^45M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --45 minutes post dose glucose",nmol/L,2.32,false,"C peptide^45M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
58516-6,"C peptide^4H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,ug/L,"C peptide [Mass/volume] in Serum or Plasma --4 hours post dose glucose",ug/dL,2.32,false,"C peptide^4H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
58517-4,"C peptide^4H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --4 hours post dose glucose",nmol/L,2.32,false,"C peptide^4H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
58518-2,"C peptide^5H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,ug/L,"C peptide [Mass/volume] in Serum or Plasma --5 hours post dose glucose",ug/dL,2.32,false,"C peptide^5H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
58519-0,"C peptide^5H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --5 hours post dose glucose",nmol/L,2.32,false,"C peptide^5H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
47593-9,"C peptide^5M pre dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,nmol/L,"C peptide [Moles/volume] in Serum or Plasma --5 minutes pre dose glucose",nmol/L,2.21,false,"C peptide^5M pre dose glucose:SCnc:Pt:Ser/Plas:Qn:"
58556-2,"Corticotropin^1H post dose glucose",MCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pg/mL,"Corticotropin [Mass/volume] in Plasma --1 hour post dose glucose",pg/mL,2.32,false,"Corticotropin^1H post dose glucose:MCnc:Pt:Plas:Qn:"
58557-0,"Corticotropin^1H post dose glucose",SCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pmol/L,"Corticotropin [Moles/volume] in Plasma --1 hour post dose glucose",pmol/L,2.32,false,"Corticotropin^1H post dose glucose:SCnc:Pt:Plas:Qn:"
58574-5,"Corticotropin^2H post dose glucose",MCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pg/mL,"Corticotropin [Mass/volume] in Plasma --2 hours post dose glucose",pg/mL,2.32,false,"Corticotropin^2H post dose glucose:MCnc:Pt:Plas:Qn:"
58575-2,"Corticotropin^2H post dose glucose",SCnc,Pt,Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,pmol/L,"Corticotropin [Moles/volume] in Plasma --2 hours post dose glucose",pmol/L,2.32,false,"Corticotropin^2H post dose glucose:SCnc:Pt:Plas:Qn:"
101978-5,"Glucose and somatotropin post glucagon stimulation panel",-,Pt,Ser/Plas,-,,PANEL.CHAL,2.76,ACTIVE,1,Order,,,"Glucose and somatotropin post glucagon stimulation panel - Serum or Plasma",,2.75,true,"Glucose and somatotropin post glucagon stimulation panel:-:Pt:Ser/Plas:-:"
24353-5,"Glucose tolerance 2H gestational panel",-,-,Urine+Ser/Plas,Qn,,PANEL.CHAL,2.73,ACTIVE,1,Order,,,"Glucose tolerance 2 hours gestational panel - Urine and Serum or Plasma",,1.0o,true,"Glucose tolerance 2H gestational panel:-:-:Urine+Ser/Plas:Qn:"
97534-2,"Somatotropin^3H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,ng/mL,"Somatotropin [Mass/volume] in Serum or Plasma --3 hours post dose glucose",ng/mL,2.70,false,"Somatotropin^3H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
55505-2,"Somatotropin^30M post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.40,ACTIVE,1,Observation,,ug/L;ng/mL,"Somatotropin [Mass/volume] in Serum or Plasma --30 minutes post dose glucose",ng/mL,2.27,false,"Somatotropin^30M post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
105273-7,Glucose,SCnc,RptPeriod^mean,"Interstitial fluid",Qn,Calculated,DRUG/TOX,2.78,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Reporting Period mean Interstitial fluid by calculation",mmol/L,2.78,false,"Glucose:SCnc:RptPeriod^mean:Interstitial fluid:Qn:Calculated"
54277-9,"Glucose^1.5H post dose ornithine alpha-ketoglutarate",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --1.5 hour post dose ornithine alpha-ketoglutarate",mmol/L,2.27,false,"Glucose^1.5H post dose ornithine alpha-ketoglutarate:SCnc:Pt:Ser/Plas:Qn:"
1523-0,"Glucose^30M post 0.05-0.15 U insulin/kg IV post 12H CFst",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --30 minutes post 0.05-0.15 U insulin/kg IV post 12H CFst",mg/dL,1.0,false,"Glucose^30M post 0.05-0.15 U insulin/kg IV post 12H CFst:MCnc:Pt:Ser/Plas:Qn:"
63371-9,"Ketones^1H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Ketones [Presence] in Urine by Test strip --1 hour post dose glucose",,2.36,false,"Ketones^1H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
16986-2,"Hydrogen/Expired gas^1H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --1 hour post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^1H post dose glucose:VFr:Pt:Exhl gas:Qn:"
16991-2,"Hydrogen/Expired gas^4.5H post dose glucose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --4.5 hours post dose glucose",%,1.0l,false,"Hydrogen/Expired gas^4.5H post dose glucose:VFr:Pt:Exhl gas:Qn:"
55484-0,"Insulin^10M post dose glucose IV",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,pmol/L,"Insulin [Moles/volume] in Serum or Plasma --10 minutes post dose glucose IV",pmol/L,2.27,false,"Insulin^10M post dose glucose IV:SCnc:Pt:Ser/Plas:Qn:"
55499-8,"Insulin^15M post dose glucose IV",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,pmol/L,"Insulin [Moles/volume] in Serum or Plasma --15 minutes post dose glucose IV",pmol/L,2.27,false,"Insulin^15M post dose glucose IV:SCnc:Pt:Ser/Plas:Qn:"
47657-2,"Insulin^1H post dose glucose",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mIU/mL;uIU/mL,"Insulin [Units/volume] in Serum or Plasma --1 hour post dose glucose",u[IU]/mL,2.21,false,"Insulin^1H post dose glucose:ACnc:Pt:Ser/Plas:Qn:"
55486-5,"Insulin^1M post dose glucose IV",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,pmol/L,"Insulin [Moles/volume] in Serum or Plasma --1 minute post dose glucose IV",pmol/L,2.27,false,"Insulin^1M post dose glucose IV:SCnc:Pt:Ser/Plas:Qn:"
55487-3,"Insulin^2.5H post dose glucose IV",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,pmol/L,"Insulin [Moles/volume] in Serum or Plasma --2.5 hours post dose glucose IV",pmol/L,2.27,false,"Insulin^2.5H post dose glucose IV:SCnc:Pt:Ser/Plas:Qn:"
